AnimalName,symptoms1,symptoms2,symptoms3,symptoms4,symptoms5,Dangerous,AnimalClass,Симптомы_рус
deer,wasting,stumbling,listlessness,drooling,urination problem,Yes,хомячок,"впустую, спотыкается, вялость, слюни, Проблема мочеиспускания"
deer,wasting,stumbling,listlessness,drooling,urination problem,Yes,хомячок,"впустую, спотыкается, вялость, слюни, Проблема мочеиспускания"
deer,wasting,stumbling,listlessness,drooling,urination problem,Yes,хомячок,"впустую, спотыкается, вялость, слюни, Проблема мочеиспускания"
deer,wasting,stumbling,listlessness,drooling,urination problem,Yes,хомячок,"впустую, спотыкается, вялость, слюни, Проблема мочеиспускания"
deer,wasting,stumbling,listlessness,drooling,urination problem,Yes,хомячок,"впустую, спотыкается, вялость, слюни, Проблема мочеиспускания"
deer,wasting,stumbling,listlessness,drooling,urination problem,Yes,хомячок,"впустую, спотыкается, вялость, слюни, Проблема мочеиспускания"
deer,wasting,stumbling,listlessness,drooling,drooping ears,Yes,хомячок,"впустую, спотыкается, вялость, слюни, Опубликовывающие уши"
deer,wasting,stumbling,listlessness,drooling,drooping ears,Yes,хомячок,"впустую, спотыкается, вялость, слюни, Опубликовывающие уши"
deer,wasting,stumbling,Fever,drooling,drooping ears,Yes,хомячок,"впустую, спотыкается, Высокая температура, слюни, Опубликовывающие уши"
deer,feline infections,lymphosarcoma,difficulty breating,stomatitis,anaemia,Yes,хомячок,"кошачьи инфекции, Лимфосаркома, трудности дыхание, стоматит, анемия"
deer,sudden death,high temperature,difficulty breating,Weight loss,trembling,Yes,хомячок,"внезапная смерть, высокая температура, трудности дыхание, Потеря веса, дрожь"
deer,sudden death,high temperature,difficulty breating,Aneamia,trembling,Yes,хомячок,"внезапная смерть, высокая температура, трудности дыхание, Анемия, дрожь"
deer,sudden death,high temperature,difficulty breating,Staggering,trembling,Yes,хомячок,"внезапная смерть, высокая температура, трудности дыхание, Ошеломляющий, дрожь"
deer,sudden death,high temperature,rapid pulse and heart rates,Depression,trembling,Yes,хомячок,"внезапная смерть, высокая температура, быстрый пульс и частота сердечных сокращений, Депрессия, дрожь"
deer,fever,loss of appetite,rapid pulse and heart rates,lameness in affected leg,depression,Yes,хомячок,"высокая температура, потеря аппетита, быстрый пульс и частота сердечных сокращений, хромота в пораженной ноге, депрессия"
deer,fever,loss of appetite,rapid pulse and heart rates,lameness in affected leg,depression,Yes,хомячок,"высокая температура, потеря аппетита, быстрый пульс и частота сердечных сокращений, хромота в пораженной ноге, депрессия"
deer,fever,loss of appetite,rapid pulse and heart rates,lameness in affected leg,depression,Yes,хомячок,"высокая температура, потеря аппетита, быстрый пульс и частота сердечных сокращений, хромота в пораженной ноге, депрессия"
deer,fever,loss of appetite,swollen teats,lameness in affected leg,depression,Yes,хомячок,"высокая температура, потеря аппетита, опухшие соски, хромота в пораженной ноге, депрессия"
deer,swelling,nasal discharge,drooling,tiredness,fever,Yes,хомячок,"припухлость, носовая выделение, слюни, усталость, высокая температура"
deer,eye discharges,nasal discharge,change their normal behaviour,high body temperature,lameness,Yes,хомячок,"сбросы глаз, носовая выделение, изменить их нормальное поведение, высокая температура тела, хромота"
deer,stop eating,stop drinking,change their normal behaviour,Lameness,Pains,Yes,хомячок,"Перестань есть, Перестань пить, изменить их нормальное поведение, Хромота, Боли"
deer,stop eating,stop drinking,change their normal behaviour,Weight loss,Pains,Yes,хомячок,"Перестань есть, Перестань пить, изменить их нормальное поведение, Потеря веса, Боли"
deer,stop eating,stop drinking,change their normal behaviour,Depression,Pains,Yes,хомячок,"Перестань есть, Перестань пить, изменить их нормальное поведение, Депрессия, Боли"
buffaloes,Fever,Difficulty breathing,Thrist and urination,Lethargy,Sneezing,Yes,хомячок,"Высокая температура, Трудности дыхание, Жажда и мочеиспускание, Летаргия, Чихание"
buffaloes,Fever,Diarrhea,Nasal Discharge,Lethargy,Blue Eye,Yes,хомячок,"Высокая температура, Диарея, Носовая выделение, Летаргия, Синий глаз"
buffaloes,Fever,Respiratory distress,Weekness in the back legs,Hyperesthesia,Sudden death,Yes,хомячок,"Высокая температура, Респираторный дистресс, Слабость в задних ногах, Гиперестезия, Внезапная смерть"
buffaloes,Ulcers,Diarrhea,Back Pain,Tarry Stool,Enlarged lymph nodes,Yes,хомячок,"Язвы, Диарея, Боль в спине, Тарри -стул, Увеличенные лимфатические узлы"
buffaloes,Facial Swelling,Bloody Drool,Abdominal pain,Unable To Eat,Lossened Teeth,Yes,хомячок,"Отек лица, Кровавый слюни, Боль в животе, Невозможно поесть, Утраченные зубы"
buffaloes,Fever,Difficulty breathing,Reduce Energy,Weight loss,Enlarged lymph nodes or Swelling,Yes,хомячок,"Высокая температура, Трудности дыхание, Уменьшить энергию, Потеря веса, Увеличенные лимфатические узлы или отек"
buffaloes,Swelling on leg,Painfull,Poor Appetite,Broken Bones,Nasal Discharge,Yes,хомячок,"Отек на ноге, Болезненный, Плохой аппетит, Сломанные кости, Носовая выделение"
buffaloes,Short term lethargy,Loss of  appetite,Poor Appetite,Rapid Heart Rate,Week pulse,Yes,хомячок,"Краткосрочная летаргия, Потеря аппетита, Плохой аппетит, Быстрая частота сердечных сокращений, Недельный пульс"
buffaloes,Swollen lymph nodes,Difficulty walking,Watery Stool,Lethargy,Vaginal Discharge,Yes,хомячок,"Опухшие лимфатические узлы, Трудность ходьбы, Водянистый стул, Летаргия, Вагинальный разряд"
buffaloes,Fever,Diarrhea,Sneezing,Stiffness,Severe weekness and depression,Yes,хомячок,"Высокая температура, Диарея, Чихание, Жесткость, Сильная слабость и депрессия"
